code_module,code_presentation,id_student,num_of_prev_attempts,final_result
AAA,2013J,167906,0,Pass
AAA,2013J,168936,0,Pass
AAA,2013J,172112,0,Pass
AAA,2013J,172797,0,Pass
AAA,2013J,174782,0,Pass
AAA,2013J,175392,0,Pass
AAA,2013J,175932,0,Pass
AAA,2013J,175991,0,Fail
AAA,2013J,180753,0,Pass
AAA,2013J,181316,0,Withdrawn
AAA,2013J,183096,0,Pass
AAA,2013J,183947,0,Pass
AAA,2013J,184271,0,Pass
AAA,2013J,185439,0,Fail
AAA,2013J,186149,0,Pass
AAA,2013J,187100,0,Distinction
AAA,2013J,188278,0,Withdrawn
AAA,2013J,189879,0,Pass
AAA,2013J,192183,0,Pass
AAA,2013J,195262,0,Withdrawn
AAA,2013J,200860,0,Pass
AAA,2013J,202635,0,Withdrawn
AAA,2013J,205350,0,Pass
AAA,2013J,205719,0,Fail
AAA,2013J,227499,0,Distinction
AAA,2013J,227517,0,Fail
AAA,2013J,228082,0,Pass
AAA,2013J,228222,0,Pass
AAA,2013J,229179,0,Pass
AAA,2013J,229361,0,Pass
AAA,2013J,231554,0,Pass
AAA,2013J,235507,0,Withdrawn
AAA,2013J,236284,0,Pass
AAA,2013J,238007,0,Pass
AAA,2013J,240712,0,Pass
AAA,2013J,240884,0,Pass
AAA,2013J,241649,0,Pass
AAA,2013J,241729,0,Fail
AAA,2013J,242793,0,Pass
AAA,2013J,246834,0,Pass
AAA,2013J,248270,0,Pass
AAA,2013J,255548,0,Pass
AAA,2013J,256815,0,Pass
AAA,2013J,258392,0,Pass
AAA,2013J,258894,0,Pass
AAA,2013J,260355,0,Withdrawn
AAA,2013J,262011,0,Pass
AAA,2013J,262934,0,Pass
AAA,2013J,268073,0,Fail
AAA,2013J,268733,0,Withdrawn
AAA,2013J,271251,0,Pass
AAA,2013J,277880,0,Withdrawn
AAA,2013J,279572,0,Distinction
AAA,2013J,281022,0,Pass
AAA,2013J,281250,0,Fail
AAA,2013J,281589,0,Fail
AAA,2013J,282821,0,Pass
AAA,2013J,286488,0,Pass
AAA,2013J,287548,0,Pass
AAA,2013J,290201,0,Pass
AAA,2013J,290757,0,Pass
AAA,2013J,291334,0,Distinction
AAA,2013J,292923,0,Withdrawn
AAA,2013J,293699,0,Pass
AAA,2013J,294570,0,Pass
AAA,2013J,294594,0,Pass
AAA,2013J,295741,0,Fail
AAA,2013J,296332,0,Distinction
AAA,2013J,298696,0,Pass
AAA,2013J,300398,0,Pass
AAA,2013J,302302,0,Fail
AAA,2013J,305152,0,Fail
AAA,2013J,305386,0,Pass
AAA,2013J,305539,0,Withdrawn
AAA,2013J,306107,0,Pass
AAA,2013J,306466,0,Pass
AAA,2013J,306897,0,Pass
AAA,2013J,307061,0,Pass
AAA,2013J,307866,0,Pass
AAA,2013J,311917,0,Pass
AAA,2013J,312537,0,Distinction
AAA,2013J,312782,0,Pass
AAA,2013J,318933,0,Pass
AAA,2013J,319047,0,Pass
AAA,2013J,321942,0,Pass
AAA,2013J,324002,0,Pass
AAA,2013J,324084,0,Pass
AAA,2013J,324282,0,Pass
AAA,2013J,331358,0,Withdrawn
AAA,2013J,332789,0,Pass
AAA,2013J,333059,0,Pass
AAA,2013J,333323,0,Pass
AAA,2013J,334259,0,Fail
AAA,2013J,334333,0,Withdrawn
AAA,2013J,335764,0,Withdrawn
AAA,2013J,336207,0,Pass
AAA,2013J,339972,0,Pass
AAA,2013J,341872,0,Fail
AAA,2013J,342007,0,Withdrawn
AAA,2013J,342514,0,Pass
AAA,2013J,342972,0,Pass
AAA,2013J,343446,0,Pass
AAA,2013J,344282,0,Fail
AAA,2013J,345068,0,Pass
AAA,2013J,345357,0,Distinction
AAA,2013J,346025,0,Pass
AAA,2013J,346843,0,Fail
AAA,2013J,350188,0,Pass
AAA,2013J,354858,0,Withdrawn
AAA,2013J,357668,0,Fail
AAA,2013J,364177,0,Fail
AAA,2013J,365244,0,Pass
AAA,2013J,365642,0,Pass
AAA,2013J,366483,0,Pass
AAA,2013J,368194,0,Pass
AAA,2013J,368824,0,Fail
AAA,2013J,368963,0,Pass
AAA,2013J,376439,0,Distinction
AAA,2013J,376581,0,Pass
AAA,2013J,380953,0,Pass
AAA,2013J,383254,0,Pass
AAA,2013J,386924,0,Pass
AAA,2013J,386952,0,Pass
AAA,2013J,388722,0,Pass
AAA,2013J,388885,0,Pass
AAA,2013J,390890,0,Withdrawn
AAA,2013J,392756,0,Fail
AAA,2013J,392931,0,Pass
AAA,2013J,393207,0,Pass
AAA,2013J,396872,0,Pass
AAA,2013J,398552,0,Fail
AAA,2013J,401869,0,Pass
AAA,2013J,402470,0,Pass
AAA,2013J,404804,0,Pass
AAA,2013J,405088,0,Pass
AAA,2013J,405961,0,Withdrawn
AAA,2013J,414117,0,Pass
AAA,2013J,415969,0,Withdrawn
AAA,2013J,420087,0,Fail
AAA,2013J,429958,0,Pass
AAA,2013J,441018,0,Pass
AAA,2013J,441888,0,Pass
AAA,2013J,442442,0,Withdrawn
AAA,2013J,444677,0,Distinction
AAA,2013J,470588,0,Withdrawn
AAA,2013J,489455,0,Pass
AAA,2013J,494424,0,Fail
AAA,2013J,495284,0,Pass
AAA,2013J,498857,0,Pass
AAA,2013J,508818,0,Pass
AAA,2013J,512460,0,Pass
AAA,2013J,544103,0,Pass
AAA,2013J,550383,0,Pass
AAA,2013J,564450,0,Fail
AAA,2013J,568601,0,Withdrawn
AAA,2013J,572652,0,Pass
AAA,2013J,580389,0,Pass
AAA,2013J,581129,0,Fail
AAA,2013J,588775,0,Pass
AAA,2013J,591774,0,Pass
AAA,2013J,603861,0,Withdrawn
AAA,2013J,606143,0,Fail
AAA,2013J,704156,0,Pass
AAA,2013J,705379,0,Distinction
AAA,2013J,721259,0,Withdrawn
AAA,2013J,749412,0,Pass
AAA,2013J,760729,0,Distinction
AAA,2013J,905042,0,Pass
AAA,2013J,949618,0,Pass
AAA,2013J,958987,0,Pass
AAA,2013J,968578,0,Pass
AAA,2013J,969076,0,Withdrawn
AAA,2013J,971027,0,Pass
AAA,2013J,978739,0,Pass
AAA,2013J,1035023,0,Pass
AAA,2013J,1105478,0,Pass
AAA,2013J,1352868,0,Withdrawn
AAA,2013J,1401935,0,Fail
AAA,2013J,1402638,0,Pass
AAA,2013J,1414443,0,Fail
AAA,2013J,1456619,0,Withdrawn
AAA,2013J,1465690,0,Pass
AAA,2013J,1472925,0,Fail
AAA,2013J,1488959,0,Pass
AAA,2013J,1518989,0,Pass
AAA,2013J,1618738,0,Pass
AAA,2013J,1620151,0,Fail
AAA,2013J,1626710,0,Distinction
AAA,2013J,1640609,0,Pass
AAA,2013J,1686521,0,Withdrawn
AAA,2013J,1729319,0,Pass
AAA,2013J,1746134,0,Pass
AAA,2013J,1758449,0,Withdrawn
AAA,2013J,1763015,0,Withdrawn
AAA,2013J,1765788,0,Pass
AAA,2013J,1801229,0,Pass
AAA,2013J,1801641,0,Pass
AAA,2013J,1847830,0,Pass
AAA,2013J,1860318,0,Pass
AAA,2013J,1889511,0,Pass
AAA,2013J,1889577,0,Pass
AAA,2013J,1894188,0,Pass
AAA,2013J,1938355,0,Pass
AAA,2013J,1942396,0,Pass
AAA,2013J,1970390,0,Withdrawn
AAA,2013J,1976139,0,Pass
AAA,2013J,2011876,0,Pass
AAA,2013J,2012966,0,Pass
AAA,2013J,2051699,0,Pass
AAA,2013J,2062879,0,Fail
AAA,2013J,2065691,0,Withdrawn
AAA,2013J,2073016,0,Withdrawn
AAA,2013J,2080474,0,Pass
AAA,2013J,2083877,0,Pass
AAA,2013J,2084066,0,Fail
AAA,2013J,2104505,0,Pass
AAA,2013J,2122180,0,Distinction
AAA,2013J,2139353,0,Withdrawn
AAA,2013J,2143752,0,Pass
AAA,2013J,2146792,0,Pass
AAA,2013J,2149225,0,Withdrawn
AAA,2013J,2153153,0,Pass
AAA,2013J,2155014,0,Pass
AAA,2013J,2164705,0,Fail
AAA,2013J,2171627,0,Pass
AAA,2013J,2182846,0,Pass
AAA,2013J,2194100,0,Pass
AAA,2013J,2197016,0,Pass
AAA,2013J,2208424,0,Pass
AAA,2013J,2229865,0,Pass
AAA,2013J,2255601,0,Withdrawn
AAA,2013J,2268379,0,Pass
AAA,2013J,2278464,0,Pass
AAA,2013J,2293923,0,Pass
AAA,2013J,2312620,0,Withdrawn
AAA,2013J,2318055,0,Withdrawn
AAA,2013J,2324976,0,Withdrawn
AAA,2013J,2329342,0,Pass
AAA,2013J,2339528,0,Distinction
AAA,2013J,2342426,0,Fail
AAA,2013J,2344901,0,Fail
AAA,2013J,2358056,0,Fail
AAA,2013J,2358969,0,Withdrawn
AAA,2013J,2364471,0,Pass
AAA,2013J,2365101,0,Withdrawn
AAA,2013J,2367155,0,Pass
AAA,2013J,2369266,0,Pass
AAA,2013J,2376496,0,Pass
AAA,2013J,2391984,0,Withdrawn
AAA,2013J,2411661,0,Fail
AAA,2013J,2411778,0,Withdrawn
AAA,2013J,2412002,0,Distinction
AAA,2013J,2412967,0,Pass
AAA,2013J,2429854,0,Withdrawn
AAA,2013J,2437837,0,Pass
AAA,2013J,2449878,0,Pass
AAA,2013J,2456480,0,Fail
AAA,2013J,2457256,0,Pass
AAA,2013J,2458355,0,Pass
AAA,2013J,2460080,0,Pass
AAA,2013J,2461190,0,Fail
AAA,2013J,2469673,0,Fail
AAA,2013J,2470694,0,Withdrawn
AAA,2013J,2479954,0,Pass
AAA,2013J,2481901,0,Pass
AAA,2013J,2482700,0,Pass
AAA,2013J,2486127,0,Pass
AAA,2013J,2498700,0,Pass
AAA,2013J,2516503,0,Pass
AAA,2013J,2518069,0,Pass
AAA,2013J,2521459,0,Pass
AAA,2013J,2523736,0,Pass
AAA,2013J,2529279,0,Pass
AAA,2013J,2532302,0,Pass
AAA,2013J,2536991,0,Distinction
AAA,2013J,2542724,0,Withdrawn
AAA,2013J,2550279,0,Pass
AAA,2013J,2551220,0,Pass
AAA,2013J,2552472,0,Withdrawn
AAA,2013J,2555340,0,Pass
AAA,2013J,2557283,0,Pass
AAA,2013J,2559575,0,Pass
AAA,2013J,2562034,0,Pass
AAA,2013J,2566163,0,Pass
AAA,2013J,2566592,0,Pass
AAA,2013J,2569324,0,Withdrawn
AAA,2013J,2574528,0,Pass
AAA,2013J,2574583,0,Pass
AAA,2013J,2576122,0,Withdrawn
AAA,2013J,2578995,0,Pass
AAA,2013J,2586560,0,Pass
AAA,2013J,2594139,0,Pass
AAA,2013J,2598871,0,Pass
AAA,2013J,2599352,0,Pass
AAA,2013J,2600688,0,Pass
AAA,2013J,2606098,0,Pass
AAA,2013J,2613116,0,Pass
AAA,2013J,2617002,0,Pass
AAA,2013J,2620584,0,Fail
AAA,2013J,2639449,0,Pass
AAA,2013J,2639540,0,Pass
AAA,2013J,2639641,0,Pass
AAA,2013J,2641155,0,Pass
AAA,2013J,2643002,0,Pass
AAA,2013J,2645733,0,Pass
AAA,2013J,2649826,0,Distinction
AAA,2013J,2650282,0,Pass
AAA,2013J,2664024,0,Pass
AAA,2013J,2666246,0,Pass
AAA,2013J,2669816,0,Fail
AAA,2013J,2671132,0,Pass
AAA,2013J,2676809,0,Fail
AAA,2013J,2678643,0,Pass
AAA,2013J,2685865,0,Pass
AAA,2013J,2688067,0,Pass
AAA,2013J,2689958,0,Distinction
AAA,2013J,2691206,0,Distinction
AAA,2013J,2691244,0,Pass
AAA,2013J,2694424,0,Pass
AAA,2013J,2698257,0,Pass
AAA,2014J,6516,0,Pass
AAA,2014J,24734,0,Pass
AAA,2014J,26192,0,Distinction
AAA,2014J,28061,0,Pass
AAA,2014J,31600,0,Pass
AAA,2014J,46844,0,Pass
AAA,2014J,52765,0,Pass
AAA,2014J,55104,0,Pass
AAA,2014J,58071,0,Pass
AAA,2014J,58316,0,Pass
AAA,2014J,62487,0,Pass
AAA,2014J,63165,0,Pass
AAA,2014J,65002,1,Fail
AAA,2014J,70011,0,Pass
AAA,2014J,75255,0,Pass
AAA,2014J,79403,0,Withdrawn
AAA,2014J,85092,0,Pass
AAA,2014J,85144,0,Pass
AAA,2014J,85302,0,Pass
AAA,2014J,87431,0,Withdrawn
AAA,2014J,94961,1,Pass
AAA,2014J,95755,0,Withdrawn
AAA,2014J,101116,0,Pass
AAA,2014J,107489,0,Pass
AAA,2014J,108872,0,Pass
AAA,2014J,109155,0,Pass
AAA,2014J,111512,0,Fail
AAA,2014J,117818,0,Pass
AAA,2014J,119902,0,Withdrawn
AAA,2014J,121349,1,Pass
AAA,2014J,124064,0,Distinction
AAA,2014J,125018,0,Pass
AAA,2014J,129955,1,Withdrawn
AAA,2014J,130034,0,Pass
AAA,2014J,130547,0,Pass
AAA,2014J,130636,0,Pass
AAA,2014J,131390,0,Pass
AAA,2014J,133816,0,Pass
AAA,2014J,133922,0,Pass
AAA,2014J,135335,1,Withdrawn
AAA,2014J,135400,1,Pass
AAA,2014J,135471,0,Distinction
AAA,2014J,139033,0,Fail
AAA,2014J,141377,1,Pass
AAA,2014J,141506,0,Fail
AAA,2014J,146503,0,Pass
AAA,2014J,147756,1,Pass
AAA,2014J,148993,1,Pass
AAA,2014J,149741,0,Pass
AAA,2014J,149962,0,Pass
AAA,2014J,151587,0,Withdrawn
AAA,2014J,152668,0,Withdrawn
AAA,2014J,155984,1,Pass
AAA,2014J,158707,0,Withdrawn
AAA,2014J,159954,1,Withdrawn
AAA,2014J,164944,0,Pass
AAA,2014J,165226,0,Fail
AAA,2014J,167961,0,Pass
AAA,2014J,174024,0,Pass
AAA,2014J,174094,0,Pass
AAA,2014J,174745,0,Pass
AAA,2014J,175447,0,Pass
AAA,2014J,175772,0,Withdrawn
AAA,2014J,183057,0,Pass
AAA,2014J,185350,0,Fail
AAA,2014J,188278,1,Pass
AAA,2014J,199636,0,Pass
AAA,2014J,199897,0,Pass
AAA,2014J,200804,0,Pass
AAA,2014J,205494,0,Pass
AAA,2014J,228021,0,Distinction
AAA,2014J,228383,0,Pass
AAA,2014J,232307,0,Pass
AAA,2014J,235068,0,Pass
AAA,2014J,235507,1,Pass
AAA,2014J,236875,0,Pass
AAA,2014J,237274,0,Pass
AAA,2014J,243510,0,Fail
AAA,2014J,244246,0,Pass
AAA,2014J,248581,0,Distinction
AAA,2014J,252073,0,Pass
AAA,2014J,254625,0,Distinction
AAA,2014J,258587,0,Distinction
AAA,2014J,260355,1,Withdrawn
AAA,2014J,260623,0,Pass
AAA,2014J,263251,0,Pass
AAA,2014J,263543,0,Pass
AAA,2014J,263952,0,Distinction
AAA,2014J,266524,0,Pass
AAA,2014J,268733,1,Fail
AAA,2014J,273346,0,Pass
AAA,2014J,274947,0,Withdrawn
AAA,2014J,275674,0,Withdrawn
AAA,2014J,275792,0,Pass
AAA,2014J,277123,0,Fail
AAA,2014J,277880,1,Withdrawn
AAA,2014J,281077,0,Pass
AAA,2014J,281636,0,Pass
AAA,2014J,285315,0,Pass
AAA,2014J,287040,0,Pass
AAA,2014J,287204,0,Pass
AAA,2014J,287210,0,Pass
AAA,2014J,288994,0,Fail
AAA,2014J,289449,0,Pass
AAA,2014J,290164,0,Pass
AAA,2014J,292525,0,Pass
AAA,2014J,292775,0,Pass
AAA,2014J,293824,0,Pass
AAA,2014J,294496,0,Pass
AAA,2014J,294655,0,Fail
AAA,2014J,295060,0,Fail
AAA,2014J,295075,0,Pass
AAA,2014J,296424,0,Pass
AAA,2014J,298034,0,Fail
AAA,2014J,298838,0,Pass
AAA,2014J,301967,0,Pass
AAA,2014J,302476,0,Distinction
AAA,2014J,303521,0,Pass
AAA,2014J,303985,1,Pass
AAA,2014J,304465,0,Pass
AAA,2014J,306646,0,Pass
AAA,2014J,309142,0,Pass
AAA,2014J,310412,0,Pass
AAA,2014J,311235,0,Pass
AAA,2014J,311659,0,Fail
AAA,2014J,313937,0,Pass
AAA,2014J,315076,0,Pass
AAA,2014J,315744,0,Distinction
AAA,2014J,323370,0,Pass
AAA,2014J,323805,0,Withdrawn
AAA,2014J,328024,0,Pass
AAA,2014J,328734,0,Withdrawn
AAA,2014J,329659,0,Fail
AAA,2014J,330594,0,Pass
AAA,2014J,331358,1,Distinction
AAA,2014J,332884,0,Pass
AAA,2014J,334441,0,Fail
AAA,2014J,335247,0,Pass
AAA,2014J,335764,1,Pass
AAA,2014J,337748,0,Withdrawn
AAA,2014J,338407,0,Pass
AAA,2014J,341876,0,Withdrawn
AAA,2014J,342007,1,Pass
AAA,2014J,345440,0,Pass
AAA,2014J,345519,0,Pass
AAA,2014J,346118,0,Pass
AAA,2014J,348275,0,Withdrawn
AAA,2014J,348807,0,Pass
AAA,2014J,350156,0,Pass
AAA,2014J,350939,0,Pass
AAA,2014J,351336,0,Pass
AAA,2014J,353665,0,Pass
AAA,2014J,354170,0,Fail
AAA,2014J,356170,0,Pass
AAA,2014J,358182,0,Pass
AAA,2014J,364957,0,Pass
AAA,2014J,369834,0,Withdrawn
AAA,2014J,371710,0,Pass
AAA,2014J,373872,0,Pass
AAA,2014J,375260,0,Pass
AAA,2014J,375646,0,Pass
AAA,2014J,377546,0,Distinction
AAA,2014J,381642,0,Withdrawn
AAA,2014J,382095,0,Pass
AAA,2014J,383180,0,Withdrawn
AAA,2014J,383600,0,Pass
AAA,2014J,383723,0,Pass
AAA,2014J,384203,0,Pass
AAA,2014J,384725,0,Pass
AAA,2014J,387533,0,Fail
AAA,2014J,387954,0,Withdrawn
AAA,2014J,388147,0,Fail
AAA,2014J,390890,1,Pass
AAA,2014J,391249,0,Distinction
AAA,2014J,396599,0,Fail
AAA,2014J,396655,0,Fail
AAA,2014J,398171,0,Pass
AAA,2014J,398349,0,Pass
AAA,2014J,400147,0,Pass
AAA,2014J,400682,0,Pass
AAA,2014J,401404,0,Pass
AAA,2014J,402204,0,Pass
AAA,2014J,402727,0,Pass
AAA,2014J,402961,0,Pass
AAA,2014J,404356,0,Pass
AAA,2014J,406671,0,Pass
AAA,2014J,406682,0,Distinction
AAA,2014J,409100,0,Pass
AAA,2014J,409703,0,Pass
AAA,2014J,410092,0,Pass
AAA,2014J,411971,0,Pass
AAA,2014J,415969,1,Fail
AAA,2014J,418731,0,Fail
AAA,2014J,421455,0,Pass
AAA,2014J,424577,0,Pass
AAA,2014J,429858,0,Distinction
AAA,2014J,431025,0,Fail
AAA,2014J,439305,0,Pass
AAA,2014J,440319,0,Withdrawn
AAA,2014J,442064,0,Pass
AAA,2014J,442132,0,Pass
AAA,2014J,446108,0,Pass
AAA,2014J,447481,0,Pass
AAA,2014J,468120,0,Fail
AAA,2014J,468694,0,Withdrawn
AAA,2014J,470588,1,Withdrawn
AAA,2014J,470982,1,Pass
AAA,2014J,476603,0,Distinction
AAA,2014J,481022,0,Fail
AAA,2014J,483800,0,Pass
AAA,2014J,484897,0,Pass
AAA,2014J,485962,0,Pass
AAA,2014J,488382,0,Withdrawn
AAA,2014J,488990,0,Pass
AAA,2014J,500113,0,Pass
AAA,2014J,503889,0,Pass
AAA,2014J,514526,0,Withdrawn
AAA,2014J,518808,0,Pass
AAA,2014J,522482,0,Withdrawn
AAA,2014J,527100,0,Distinction
AAA,2014J,527801,0,Fail
AAA,2014J,533068,0,Pass
AAA,2014J,537081,0,Fail
AAA,2014J,544253,0,Pass
AAA,2014J,548120,0,Pass
AAA,2014J,561467,0,Withdrawn
AAA,2014J,567922,0,Withdrawn
AAA,2014J,569505,0,Distinction
AAA,2014J,570317,0,Pass
AAA,2014J,574505,0,Pass
AAA,2014J,588477,0,Pass
AAA,2014J,593846,0,Withdrawn
AAA,2014J,593987,0,Fail
AAA,2014J,596288,0,Pass
AAA,2014J,598070,0,Withdrawn
AAA,2014J,603834,0,Pass
AAA,2014J,603861,1,Withdrawn
AAA,2014J,608440,0,Withdrawn
AAA,2014J,623710,0,Withdrawn
AAA,2014J,623840,0,Pass
AAA,2014J,626240,0,Pass
AAA,2014J,628088,0,Withdrawn
AAA,2014J,628312,0,Withdrawn
AAA,2014J,630142,0,Withdrawn
AAA,2014J,637665,0,Pass
AAA,2014J,639053,0,Pass
AAA,2014J,642878,0,Withdrawn
AAA,2014J,648130,0,Withdrawn
AAA,2014J,676546,0,Withdrawn
AAA,2014J,677186,0,Pass
AAA,2014J,677281,0,Fail
AAA,2014J,684180,0,Pass
AAA,2014J,687698,0,Pass
AAA,2014J,696073,0,Pass
AAA,2014J,696578,0,Withdrawn
AAA,2014J,721259,1,Withdrawn
AAA,2014J,852847,0,Fail
AAA,2014J,998493,0,Pass
AAA,2014J,1045203,0,Pass
AAA,2014J,1112555,0,Pass
AAA,2014J,1183831,0,Withdrawn
AAA,2014J,1268696,0,Pass
AAA,2014J,1336190,0,Pass
AAA,2014J,1352868,1,Pass
AAA,2014J,1398979,0,Withdrawn
AAA,2014J,1456619,1,Withdrawn
AAA,2014J,1469279,0,Withdrawn
AAA,2014J,1471214,0,Pass
AAA,2014J,1472925,1,Pass
AAA,2014J,1484804,0,Pass
AAA,2014J,1511033,0,Pass
AAA,2014J,1576513,0,Distinction
AAA,2014J,1609002,0,Pass
AAA,2014J,1629771,0,Distinction
AAA,2014J,1676594,0,Withdrawn
AAA,2014J,1686551,0,Withdrawn
AAA,2014J,1689639,0,Withdrawn
AAA,2014J,1715896,0,Pass
AAA,2014J,1721270,0,Pass
AAA,2014J,1757766,0,Pass
AAA,2014J,1773377,0,Pass
AAA,2014J,1799111,0,Pass
AAA,2014J,1818673,0,Fail
AAA,2014J,1839386,0,Withdrawn
AAA,2014J,1926668,0,Pass
AAA,2014J,1947156,0,Pass
AAA,2014J,1967783,0,Pass
AAA,2014J,1970390,1,Pass
AAA,2014J,1975209,0,Pass
AAA,2014J,2010232,0,Pass
AAA,2014J,2045084,0,Fail
AAA,2014J,2057803,0,Pass
AAA,2014J,2073016,1,Fail
AAA,2014J,2085209,0,Pass
AAA,2014J,2086400,0,Pass
AAA,2014J,2139353,1,Pass
AAA,2014J,2148681,0,Pass
AAA,2014J,2158048,0,Withdrawn
AAA,2014J,2158196,0,Withdrawn
AAA,2014J,2165164,0,Pass
AAA,2014J,2168833,0,Withdrawn
AAA,2014J,2207874,0,Fail
AAA,2014J,2240349,0,Pass
AAA,2014J,2244332,0,Distinction
AAA,2014J,2273119,0,Withdrawn
AAA,2014J,2277857,0,Pass
AAA,2014J,2297896,0,Pass
AAA,2014J,2313257,0,Withdrawn
AAA,2014J,2318055,1,Pass
AAA,2014J,2330254,0,Pass
AAA,2014J,2355470,0,Pass
AAA,2014J,2358969,1,Pass
AAA,2014J,2363863,0,Distinction
AAA,2014J,2365101,1,Withdrawn
AAA,2014J,2369415,0,Pass
AAA,2014J,2375975,0,Pass
AAA,2014J,2397661,0,Pass
AAA,2014J,2398313,0,Pass
AAA,2014J,2404408,0,Fail
AAA,2014J,2425993,0,Pass
AAA,2014J,2429854,1,Fail
AAA,2014J,2432796,0,Pass
AAA,2014J,2434159,0,Pass
AAA,2014J,2436812,0,Fail
AAA,2014J,2467267,0,Pass
AAA,2014J,2470694,1,Fail
AAA,2014J,2473538,0,Pass
AAA,2014J,2474849,1,Withdrawn
AAA,2014J,2494700,0,Pass
AAA,2014J,2500258,0,Pass
AAA,2014J,2507842,0,Withdrawn
AAA,2014J,2509639,0,Pass
AAA,2014J,2514368,0,Distinction
AAA,2014J,2514898,0,Pass
AAA,2014J,2521865,0,Pass
AAA,2014J,2522927,0,Pass
AAA,2014J,2540168,0,Withdrawn
AAA,2014J,2546445,0,Withdrawn
AAA,2014J,2551797,0,Pass
AAA,2014J,2551932,0,Withdrawn
AAA,2014J,2569324,1,Pass
AAA,2014J,2574990,0,Fail
AAA,2014J,2576122,1,Fail
AAA,2014J,2578676,0,Pass
AAA,2014J,2581477,0,Pass
AAA,2014J,2584873,0,Pass
AAA,2014J,2595841,0,Fail
AAA,2014J,2596621,0,Pass
AAA,2014J,2601889,0,Pass
AAA,2014J,2602338,0,Fail
AAA,2014J,2606802,0,Fail
AAA,2014J,2624961,0,Fail
AAA,2014J,2630087,0,Withdrawn
AAA,2014J,2633226,0,Pass
AAA,2014J,2642616,0,Pass
AAA,2014J,2642935,0,Distinction
AAA,2014J,2648611,0,Pass
AAA,2014J,2649800,0,Pass
AAA,2014J,2654628,1,Pass
AAA,2014J,2677624,0,Pass
AAA,2014J,2680312,0,Pass
AAA,2014J,2688166,0,Pass
AAA,2014J,2690062,0,Withdrawn
AAA,2014J,2692514,0,Pass
AAA,2014J,2694788,0,Fail
BBB,2013B,23629,2,Fail
BBB,2013B,25107,0,Pass
BBB,2013B,27891,2,Withdrawn
BBB,2013B,29144,0,Fail
BBB,2013B,31663,0,Pass
BBB,2013B,33666,1,Withdrawn
BBB,2013B,34229,2,Pass
BBB,2013B,34353,0,Fail
BBB,2013B,34431,0,Withdrawn
BBB,2013B,34694,1,Withdrawn
BBB,2013B,34756,1,Withdrawn
BBB,2013B,34863,0,Pass
BBB,2013B,35812,0,Fail
BBB,2013B,39655,0,Distinction
BBB,2013B,50993,0,Fail
BBB,2013B,52899,0,Withdrawn
BBB,2013B,58089,2,Fail
BBB,2013B,62631,0,Fail
BBB,2013B,70608,0,Distinction
BBB,2013B,71433,1,Fail
BBB,2013B,72070,0,Withdrawn
BBB,2013B,74695,0,Distinction
BBB,2013B,74734,0,Pass
BBB,2013B,75399,0,Pass
BBB,2013B,78645,0,Fail
BBB,2013B,79378,4,Fail
BBB,2013B,82535,0,Pass
BBB,2013B,82741,0,Pass
BBB,2013B,83254,0,Pass
BBB,2013B,84245,0,Distinction
